epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,1160.39,0.52062,0.39392,0.00286,0.94296,0.94241,0.95962,0.89384,0.44887,0.32579,0.00318,0.000825993,0.000825993,0.000825993
104,1171.63,0.51431,0.38661,0.00277,0.94061,0.94433,0.9617,0.89922,0.44321,0.30839,0.00319,0.000820932,0.000820932,0.000820932
105,1182.83,0.51978,0.39436,0.0029,0.94591,0.94392,0.96208,0.88768,0.47385,0.3136,0.00331,0.000815842,0.000815842,0.000815842
106,1193.99,0.52473,0.39839,0.00289,0.9445,0.94527,0.96264,0.89279,0.46568,0.31837,0.00321,0.000810725,0.000810725,0.000810725
107,1204.9,0.51556,0.39298,0.00288,0.94359,0.9428,0.95949,0.89201,0.44787,0.3258,0.00309,0.00080558,0.00080558,0.00080558
108,1215.91,0.51314,0.38962,0.0028,0.94466,0.94314,0.95961,0.89112,0.44195,0.3113,0.00316,0.000800408,0.000800408,0.000800408
109,1227.12,0.5155,0.3811,0.00281,0.94719,0.94636,0.96183,0.88348,0.47958,0.3131,0.00345,0.00079521,0.00079521,0.00079521
110,1238.14,0.51413,0.38783,0.00282,0.93852,0.94486,0.95944,0.89658,0.4452,0.32106,0.0031,0.000789987,0.000789987,0.000789987
111,1249.19,0.5084,0.38665,0.00281,0.94559,0.94302,0.96053,0.89654,0.43858,0.32102,0.00315,0.000784738,0.000784738,0.000784738
112,1260.75,0.51851,0.38424,0.00279,0.94278,0.94362,0.96265,0.89572,0.45527,0.32732,0.00322,0.000779464,0.000779464,0.000779464
113,1271.76,0.51912,0.38075,0.0028,0.9426,0.94752,0.96312,0.89952,0.44527,0.31862,0.00312,0.000774167,0.000774167,0.000774167
114,1283.04,0.50313,0.38506,0.00277,0.93951,0.94557,0.96369,0.89621,0.44736,0.32707,0.00311,0.000768847,0.000768847,0.000768847
115,1294.47,0.50813,0.37326,0.00263,0.93854,0.94106,0.96265,0.89687,0.44716,0.32419,0.00316,0.000763503,0.000763503,0.000763503
116,1305.97,0.50886,0.37848,0.00278,0.9454,0.94396,0.96058,0.87469,0.46959,0.32153,0.00328,0.000758138,0.000758138,0.000758138
117,1317.33,0.51233,0.38752,0.00271,0.93975,0.94466,0.96046,0.90105,0.43225,0.31898,0.00306,0.00075275,0.00075275,0.00075275
118,1328.48,0.51103,0.38397,0.00275,0.94068,0.94097,0.96109,0.88912,0.45862,0.32024,0.0033,0.000747342,0.000747342,0.000747342
119,1339.62,0.51291,0.38493,0.00281,0.9498,0.94496,0.9612,0.89461,0.44626,0.31632,0.00315,0.000741914,0.000741914,0.000741914
120,1350.72,0.5022,0.37095,0.00275,0.94279,0.94643,0.96221,0.89969,0.43472,0.32485,0.00292,0.000736465,0.000736465,0.000736465
121,1361.85,0.51201,0.38977,0.00284,0.94577,0.94695,0.96103,0.89914,0.43113,0.32002,0.00295,0.000730997,0.000730997,0.000730997
122,1372.92,0.52518,0.38649,0.00278,0.94598,0.94594,0.96122,0.89605,0.44568,0.32385,0.00309,0.000725511,0.000725511,0.000725511
123,1384.14,0.52227,0.39313,0.00283,0.94763,0.9451,0.96039,0.89468,0.45743,0.32895,0.00312,0.000720007,0.000720007,0.000720007
124,1395.06,0.50717,0.38534,0.00263,0.94601,0.94491,0.96156,0.89825,0.42934,0.32154,0.00303,0.000714485,0.000714485,0.000714485
125,1406.12,0.50216,0.38552,0.00281,0.93905,0.9414,0.9582,0.89628,0.44457,0.33162,0.00325,0.000708946,0.000708946,0.000708946
126,1417.22,0.49143,0.36266,0.00258,0.94739,0.9477,0.96059,0.90168,0.42708,0.31333,0.0031,0.000703391,0.000703391,0.000703391
127,1428.39,0.49226,0.37211,0.00261,0.94814,0.94567,0.96203,0.90407,0.42401,0.30678,0.00295,0.000697821,0.000697821,0.000697821
128,1439.52,0.5,0.3785,0.00273,0.94419,0.94222,0.96387,0.90216,0.43376,0.31435,0.00321,0.000692235,0.000692235,0.000692235
129,1450.47,0.49491,0.37211,0.00268,0.94153,0.94497,0.96432,0.89795,0.42689,0.32853,0.00304,0.000686635,0.000686635,0.000686635
130,1461.55,0.49686,0.38135,0.00273,0.94022,0.9454,0.96305,0.90211,0.4233,0.3315,0.00292,0.000681022,0.000681022,0.000681022
131,1472.89,0.49553,0.37636,0.00269,0.94492,0.94429,0.96545,0.90347,0.43369,0.31313,0.00302,0.000675395,0.000675395,0.000675395
132,1483.95,0.50315,0.37565,0.00273,0.94605,0.94315,0.96294,0.89851,0.43494,0.32139,0.003,0.000669756,0.000669756,0.000669756
133,1495.73,0.49338,0.37643,0.00262,0.93797,0.94157,0.96299,0.89794,0.43126,0.32278,0.00321,0.000664104,0.000664104,0.000664104
134,1506.91,0.48756,0.37365,0.00268,0.94703,0.94183,0.96178,0.90151,0.42233,0.313,0.00302,0.000658442,0.000658442,0.000658442
135,1518.25,0.49121,0.36885,0.00264,0.94753,0.94289,0.96245,0.90633,0.41758,0.31721,0.0029,0.000652769,0.000652769,0.000652769
136,1529.86,0.49429,0.37059,0.00259,0.94812,0.94311,0.96196,0.90358,0.4282,0.31843,0.00303,0.000647085,0.000647085,0.000647085
137,1541.38,0.49028,0.36764,0.00263,0.942,0.94368,0.96239,0.90459,0.42187,0.31721,0.00303,0.000641393,0.000641393,0.000641393
138,1552.5,0.49813,0.37674,0.00269,0.94929,0.93917,0.9626,0.90219,0.43803,0.31484,0.00313,0.000635691,0.000635691,0.000635691
139,1563.52,0.49777,0.37362,0.00261,0.94342,0.94199,0.96226,0.90089,0.43883,0.32019,0.00308,0.000629981,0.000629981,0.000629981
140,1574.56,0.48557,0.37587,0.00255,0.94564,0.94257,0.96243,0.90428,0.42315,0.32172,0.00296,0.000624264,0.000624264,0.000624264
141,1585.78,0.47914,0.3613,0.00254,0.94579,0.94572,0.96402,0.90709,0.41585,0.3115,0.00293,0.00061854,0.00061854,0.00061854
142,1597.17,0.48792,0.37199,0.00253,0.94819,0.94539,0.96287,0.9019,0.43758,0.32025,0.00297,0.000612809,0.000612809,0.000612809
143,1608.18,0.48724,0.36929,0.00257,0.94618,0.94733,0.96384,0.90629,0.42517,0.31128,0.00297,0.000607073,0.000607073,0.000607073
144,1619.2,0.48345,0.36765,0.0026,0.94571,0.94518,0.96141,0.90322,0.4269,0.30854,0.003,0.000601332,0.000601332,0.000601332
145,1630.37,0.48171,0.37776,0.00268,0.94471,0.94524,0.96297,0.90549,0.41939,0.31589,0.00297,0.000595586,0.000595586,0.000595586
146,1641.32,0.4921,0.38482,0.00267,0.94299,0.94515,0.96465,0.90609,0.42476,0.31619,0.00299,0.000589837,0.000589837,0.000589837
147,1652.48,0.47866,0.3705,0.00258,0.94537,0.93908,0.96499,0.90802,0.41667,0.30871,0.00295,0.000584084,0.000584084,0.000584084
148,1663.44,0.4905,0.36794,0.00262,0.94878,0.9457,0.96645,0.90739,0.43005,0.30673,0.00301,0.000578329,0.000578329,0.000578329
149,1674.92,0.47905,0.36953,0.00251,0.94422,0.94572,0.96629,0.91147,0.4096,0.30316,0.00289,0.000572572,0.000572572,0.000572572
150,1685.82,0.47477,0.36164,0.00252,0.94754,0.94387,0.96454,0.90996,0.4062,0.30884,0.00281,0.000566814,0.000566814,0.000566814
151,1696.68,0.46923,0.35247,0.00251,0.94636,0.94763,0.96519,0.90468,0.42897,0.31205,0.00297,0.000561055,0.000561055,0.000561055
152,1707.44,0.47547,0.36434,0.00258,0.94795,0.9471,0.9644,0.90405,0.43529,0.30936,0.00303,0.000555296,0.000555296,0.000555296
153,1718.42,0.48418,0.36941,0.00258,0.94524,0.94234,0.96309,0.90869,0.40771,0.30874,0.00287,0.000549538,0.000549538,0.000549538
154,1729.78,0.48229,0.37055,0.00256,0.94416,0.94209,0.96459,0.90828,0.41071,0.31419,0.00284,0.000543781,0.000543781,0.000543781
155,1740.74,0.48078,0.3639,0.00246,0.94676,0.94571,0.96317,0.90787,0.41501,0.30574,0.00291,0.000538026,0.000538026,0.000538026
156,1751.73,0.48138,0.35477,0.00246,0.94767,0.94478,0.96204,0.9066,0.42246,0.31159,0.00301,0.000532273,0.000532273,0.000532273
157,1763.15,0.49548,0.37722,0.00261,0.94874,0.94484,0.96325,0.90605,0.425,0.31158,0.00305,0.000526524,0.000526524,0.000526524
158,1774.63,0.4781,0.36094,0.0025,0.94699,0.94421,0.96443,0.90861,0.41271,0.31275,0.00288,0.000520778,0.000520778,0.000520778
159,1785.96,0.47151,0.3554,0.00251,0.94795,0.94485,0.96517,0.90702,0.41924,0.30634,0.00284,0.000515037,0.000515037,0.000515037
160,1797.05,0.47563,0.36653,0.00251,0.95046,0.94429,0.96424,0.90492,0.4228,0.30799,0.00297,0.000509301,0.000509301,0.000509301
161,1808.06,0.47037,0.35503,0.00258,0.94991,0.94706,0.96502,0.90575,0.42213,0.30774,0.00294,0.00050357,0.00050357,0.00050357
162,1818.97,0.47426,0.36803,0.00253,0.9515,0.93968,0.96312,0.90389,0.4143,0.30919,0.00285,0.000497846,0.000497846,0.000497846
163,1830.41,0.4805,0.37602,0.00245,0.94878,0.9473,0.96429,0.90036,0.4392,0.30736,0.00311,0.000492129,0.000492129,0.000492129
164,1841.75,0.4794,0.36653,0.00254,0.94874,0.94595,0.96599,0.90671,0.42869,0.30905,0.00295,0.000486419,0.000486419,0.000486419
165,1852.86,0.47531,0.36668,0.00248,0.94384,0.94257,0.96469,0.90784,0.41941,0.31362,0.00296,0.000480717,0.000480717,0.000480717
166,1863.89,0.46337,0.37086,0.00252,0.93601,0.94416,0.96309,0.90905,0.41031,0.31563,0.00285,0.000475025,0.000475025,0.000475025
167,1874.9,0.46822,0.36624,0.00259,0.94715,0.94686,0.96501,0.91009,0.41087,0.29538,0.00299,0.000469341,0.000469341,0.000469341
168,1885.97,0.46711,0.36296,0.00251,0.94661,0.94188,0.96448,0.90909,0.41089,0.29857,0.00291,0.000463668,0.000463668,0.000463668
169,1897.07,0.46586,0.36344,0.00242,0.95069,0.94472,0.96538,0.91064,0.41504,0.30055,0.00293,0.000458006,0.000458006,0.000458006
170,1908.11,0.46707,0.36214,0.00245,0.94496,0.94324,0.96383,0.91097,0.40936,0.30315,0.00294,0.000452354,0.000452354,0.000452354
171,1919.08,0.46276,0.35599,0.00242,0.94024,0.94533,0.96465,0.91073,0.40282,0.29938,0.00278,0.000446715,0.000446715,0.000446715
172,1930.2,0.46566,0.35659,0.00242,0.94871,0.94163,0.96491,0.91143,0.40736,0.29354,0.00293,0.000441088,0.000441088,0.000441088
173,1941.6,0.46492,0.35717,0.00237,0.945,0.9422,0.96513,0.90622,0.42817,0.30277,0.003,0.000435475,0.000435475,0.000435475
174,1952.66,0.47012,0.36339,0.00253,0.94594,0.93551,0.96406,0.90896,0.40932,0.30596,0.00294,0.000429875,0.000429875,0.000429875
175,1963.48,0.45422,0.35075,0.00234,0.93634,0.94387,0.96362,0.91008,0.40738,0.30422,0.0029,0.000424289,0.000424289,0.000424289
176,1975.43,0.47241,0.36442,0.00241,0.94606,0.94819,0.96519,0.91236,0.40754,0.29425,0.00291,0.000418719,0.000418719,0.000418719
177,1987.37,0.45876,0.35485,0.00246,0.94782,0.94398,0.96391,0.9095,0.40842,0.30021,0.00284,0.000413164,0.000413164,0.000413164
178,1998.6,0.46953,0.36147,0.00252,0.94173,0.94436,0.96368,0.91047,0.40507,0.29865,0.00292,0.000407625,0.000407625,0.000407625
179,2009.83,0.45893,0.35909,0.00246,0.94031,0.94597,0.9637,0.90978,0.40803,0.30435,0.00287,0.000402103,0.000402103,0.000402103
180,2021.28,0.4636,0.35135,0.00234,0.9394,0.93099,0.96308,0.90874,0.41373,0.30438,0.00295,0.000396599,0.000396599,0.000396599
181,2032.54,0.46168,0.35316,0.00242,0.94881,0.9446,0.96483,0.91182,0.40035,0.29631,0.00278,0.000391113,0.000391113,0.000391113
182,2043.69,0.45958,0.35488,0.0024,0.94722,0.94798,0.96412,0.90874,0.41714,0.29773,0.00294,0.000385645,0.000385645,0.000385645
183,2054.72,0.46508,0.36799,0.00243,0.94897,0.94667,0.96459,0.91062,0.41075,0.29273,0.00291,0.000380196,0.000380196,0.000380196
184,2065.77,0.46049,0.35147,0.00239,0.94764,0.94503,0.9644,0.90905,0.4183,0.30179,0.00288,0.000374768,0.000374768,0.000374768
