epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2058.13,0.40564,0.32591,0.00227,0.94049,0.94093,0.96476,0.91502,0.37577,0.29966,0.00265,0.000391113,0.000391113,0.000391113
182,2069.35,0.40179,0.32604,0.00223,0.9448,0.93865,0.96527,0.91449,0.38103,0.30067,0.00267,0.000385645,0.000385645,0.000385645
183,2080.42,0.41208,0.33916,0.00232,0.94738,0.94263,0.96506,0.91372,0.38978,0.29879,0.00271,0.000380196,0.000380196,0.000380196
184,2091.47,0.39484,0.32343,0.0022,0.948,0.93557,0.96607,0.91077,0.3936,0.2978,0.00284,0.000374768,0.000374768,0.000374768
185,2102.69,0.38795,0.32049,0.00219,0.95174,0.9294,0.96405,0.91658,0.37874,0.29915,0.00266,0.00036936,0.00036936,0.00036936
186,2114.06,0.39583,0.31934,0.0022,0.94713,0.94198,0.96331,0.91289,0.38226,0.30338,0.00262,0.000363972,0.000363972,0.000363972
187,2125.38,0.39649,0.32047,0.00221,0.94591,0.93585,0.96146,0.91087,0.38206,0.3159,0.00261,0.000358607,0.000358607,0.000358607
188,2136.63,0.39447,0.31669,0.00214,0.94556,0.94267,0.96296,0.91175,0.38374,0.30333,0.00271,0.000353263,0.000353263,0.000353263
189,2147.89,0.39963,0.32313,0.00225,0.94045,0.93909,0.96425,0.91191,0.38645,0.31215,0.00261,0.000347943,0.000347943,0.000347943
190,2159.12,0.40069,0.3275,0.00222,0.94193,0.93958,0.96377,0.91104,0.38557,0.3112,0.00264,0.000342646,0.000342646,0.000342646
191,2170.72,0.39174,0.31386,0.0022,0.95507,0.92573,0.96375,0.9128,0.38762,0.30621,0.00266,0.000337372,0.000337372,0.000337372
192,2182.26,0.39281,0.32263,0.00214,0.94926,0.9375,0.96432,0.91186,0.39419,0.3022,0.0028,0.000332123,0.000332123,0.000332123
193,2193.77,0.39486,0.32507,0.00223,0.9434,0.93625,0.9619,0.91033,0.38403,0.30526,0.00265,0.0003269,0.0003269,0.0003269
194,2205.43,0.38474,0.31444,0.00216,0.94806,0.94152,0.96358,0.91319,0.37819,0.30022,0.00264,0.000321702,0.000321702,0.000321702
195,2216.54,0.38781,0.31453,0.00215,0.94054,0.94351,0.96448,0.91488,0.3775,0.29706,0.00263,0.00031653,0.00031653,0.00031653
196,2227.84,0.39996,0.32345,0.00226,0.95107,0.92836,0.96389,0.91142,0.39657,0.30687,0.00283,0.000311385,0.000311385,0.000311385
197,2239.08,0.38963,0.31239,0.00214,0.94542,0.93603,0.96398,0.91011,0.40057,0.30384,0.00277,0.000306268,0.000306268,0.000306268
198,2250.42,0.38965,0.32514,0.00216,0.94346,0.93982,0.96559,0.91399,0.38824,0.30049,0.00267,0.000301178,0.000301178,0.000301178
199,2261.63,0.38552,0.31193,0.00211,0.94555,0.94087,0.9644,0.91391,0.38306,0.30235,0.00267,0.000296117,0.000296117,0.000296117
200,2272.75,0.39358,0.31648,0.0021,0.94726,0.93783,0.96369,0.91255,0.38871,0.30237,0.00276,0.000291085,0.000291085,0.000291085
201,2283.87,0.38431,0.30909,0.00211,0.94522,0.94031,0.9653,0.91554,0.38077,0.29932,0.00269,0.000286082,0.000286082,0.000286082
202,2295.05,0.38693,0.30776,0.00218,0.94065,0.94441,0.96505,0.91262,0.39175,0.30217,0.00274,0.00028111,0.00028111,0.00028111
203,2306.2,0.38773,0.31447,0.00212,0.94635,0.93339,0.9644,0.91415,0.38575,0.30235,0.00267,0.000276169,0.000276169,0.000276169
204,2317.2,0.38351,0.31422,0.00205,0.9459,0.93472,0.96439,0.91422,0.38085,0.30137,0.00264,0.000271258,0.000271258,0.000271258
205,2328.37,0.38393,0.31116,0.00208,0.94405,0.9367,0.96444,0.91448,0.37893,0.3031,0.00263,0.00026638,0.00026638,0.00026638
206,2339.41,0.38647,0.30659,0.00215,0.94382,0.9378,0.96515,0.91263,0.38069,0.30441,0.00265,0.000261533,0.000261533,0.000261533
207,2350.43,0.38396,0.31203,0.0021,0.95044,0.93227,0.96478,0.91322,0.38553,0.29966,0.00272,0.00025672,0.00025672,0.00025672
208,2362.03,0.38292,0.30836,0.00205,0.94008,0.93682,0.96379,0.90616,0.39003,0.30803,0.00283,0.00025194,0.00025194,0.00025194
209,2373.38,0.38568,0.31047,0.00212,0.94079,0.93355,0.96286,0.91232,0.38334,0.31014,0.00267,0.000247194,0.000247194,0.000247194
210,2384.6,0.37815,0.30063,0.00205,0.93176,0.94493,0.96406,0.91373,0.38074,0.30383,0.00266,0.000242482,0.000242482,0.000242482
211,2396,0.38688,0.31105,0.00211,0.94388,0.93767,0.96403,0.91166,0.38832,0.3129,0.00269,0.000237805,0.000237805,0.000237805
212,2407.53,0.38615,0.30902,0.00214,0.94412,0.93993,0.9644,0.91355,0.3819,0.30688,0.00261,0.000233164,0.000233164,0.000233164
213,2419.26,0.38408,0.31021,0.00207,0.94304,0.93586,0.9647,0.91586,0.37704,0.3087,0.00265,0.000228559,0.000228559,0.000228559
214,2431.01,0.38178,0.3134,0.00208,0.94267,0.93567,0.96559,0.91665,0.38276,0.30623,0.00263,0.00022399,0.00022399,0.00022399
215,2442.38,0.38056,0.30411,0.00204,0.94781,0.93425,0.96519,0.91658,0.37685,0.306,0.00263,0.000219458,0.000219458,0.000219458
216,2453.69,0.38876,0.32068,0.00211,0.94435,0.93034,0.96454,0.913,0.38729,0.31314,0.00269,0.000214963,0.000214963,0.000214963
217,2465.13,0.38175,0.29913,0.00199,0.93998,0.9411,0.96432,0.91708,0.3709,0.3021,0.00255,0.000210507,0.000210507,0.000210507
218,2476.61,0.3778,0.29333,0.00199,0.93611,0.93613,0.96479,0.91468,0.37996,0.30659,0.00266,0.000206089,0.000206089,0.000206089
219,2488,0.37512,0.29899,0.00207,0.94512,0.93651,0.96494,0.91554,0.38235,0.30831,0.00271,0.00020171,0.00020171,0.00020171
220,2499.36,0.38767,0.31103,0.00212,0.94348,0.93794,0.96418,0.91606,0.3771,0.30486,0.00267,0.00019737,0.00019737,0.00019737
221,2510.56,0.3778,0.30565,0.00208,0.94064,0.94031,0.9639,0.9144,0.38007,0.30512,0.00269,0.00019307,0.00019307,0.00019307
222,2521.87,0.38286,0.30541,0.00208,0.94417,0.93657,0.96234,0.91375,0.37605,0.31334,0.00266,0.00018881,0.00018881,0.00018881
223,2533.2,0.37496,0.30344,0.00201,0.94964,0.93067,0.96312,0.91595,0.375,0.31343,0.00261,0.000184592,0.000184592,0.000184592
224,2544.38,0.37194,0.30103,0.00203,0.94009,0.93422,0.96382,0.91681,0.376,0.31487,0.00264,0.000180414,0.000180414,0.000180414
225,2555.99,0.37612,0.30088,0.00202,0.94576,0.93535,0.96492,0.91444,0.38665,0.31272,0.00274,0.000176279,0.000176279,0.000176279
226,2567.04,0.37012,0.28635,0.00196,0.93959,0.93682,0.9644,0.9159,0.38113,0.31077,0.00271,0.000172185,0.000172185,0.000172185
227,2578.2,0.36742,0.2967,0.0019,0.93907,0.93923,0.9633,0.91525,0.38643,0.31001,0.00272,0.000168134,0.000168134,0.000168134
228,2589.33,0.37528,0.30513,0.00207,0.94519,0.9318,0.96358,0.91561,0.37568,0.3082,0.00263,0.000164127,0.000164127,0.000164127
229,2600.47,0.37491,0.29356,0.00203,0.94194,0.94058,0.96517,0.91742,0.37647,0.30452,0.00266,0.000160162,0.000160162,0.000160162
230,2611.65,0.36924,0.29379,0.002,0.945,0.93808,0.9639,0.91601,0.37397,0.3069,0.00264,0.000156242,0.000156242,0.000156242
231,2622.77,0.37823,0.2995,0.00205,0.94075,0.93984,0.96364,0.9162,0.37377,0.30932,0.00262,0.000152366,0.000152366,0.000152366
232,2633.81,0.37336,0.29426,0.00194,0.93952,0.93302,0.96247,0.91551,0.37191,0.31211,0.00261,0.000148535,0.000148535,0.000148535
233,2645.14,0.37574,0.30141,0.00203,0.9426,0.94181,0.96414,0.91601,0.37073,0.303,0.00255,0.000144749,0.000144749,0.000144749
234,2656.75,0.3748,0.29422,0.00206,0.93898,0.94353,0.96437,0.91589,0.376,0.3024,0.00262,0.000141009,0.000141009,0.000141009
235,2668.26,0.37069,0.29628,0.00205,0.93814,0.93561,0.96358,0.91566,0.37253,0.30671,0.00258,0.000137315,0.000137315,0.000137315
236,2679.24,0.36812,0.29398,0.00195,0.9436,0.94059,0.9642,0.91681,0.37733,0.30649,0.00263,0.000133667,0.000133667,0.000133667
237,2690.48,0.37431,0.29595,0.00196,0.94365,0.93147,0.96264,0.91509,0.37284,0.30653,0.00262,0.000130067,0.000130067,0.000130067
238,2701.89,0.3723,0.29584,0.00199,0.94175,0.93644,0.96417,0.91585,0.37577,0.30634,0.00261,0.000126513,0.000126513,0.000126513
239,2713.09,0.37018,0.29187,0.00203,0.94371,0.92981,0.96365,0.91555,0.37856,0.30877,0.00263,0.000123007,0.000123007,0.000123007
240,2724.35,0.35948,0.27717,0.00204,0.94553,0.93427,0.9641,0.91578,0.37541,0.30388,0.00265,0.00011955,0.00011955,0.00011955
241,2735.48,0.37698,0.28864,0.00193,0.94809,0.93405,0.96432,0.91612,0.37324,0.30366,0.00264,0.00011614,0.00011614,0.00011614
242,2746.56,0.36626,0.28364,0.00192,0.94825,0.93112,0.96308,0.91501,0.37273,0.31025,0.00261,0.00011278,0.00011278,0.00011278
243,2757.73,0.37152,0.29299,0.00209,0.93784,0.93699,0.96338,0.91399,0.3804,0.30843,0.00263,0.000109468,0.000109468,0.000109468
244,2768.87,0.36828,0.28949,0.00197,0.93718,0.94391,0.96391,0.91607,0.37676,0.30718,0.00262,0.000106206,0.000106206,0.000106206
245,2779.86,0.37202,0.29075,0.00198,0.94305,0.93334,0.9638,0.91509,0.38064,0.30362,0.00267,0.000102994,0.000102994,0.000102994
246,2791.19,0.3744,0.28802,0.00201,0.93739,0.94051,0.96419,0.91582,0.37999,0.30379,0.0027,9.98323e-05,9.98323e-05,9.98323e-05
247,2802.29,0.36728,0.28358,0.00195,0.93896,0.94165,0.9642,0.91678,0.37647,0.3012,0.00269,9.67211e-05,9.67211e-05,9.67211e-05
248,2813.36,0.36944,0.29082,0.00201,0.9479,0.93221,0.96418,0.91496,0.38452,0.30445,0.00275,9.36608e-05,9.36608e-05,9.36608e-05
249,2824.52,0.36565,0.28102,0.00195,0.93939,0.93864,0.96313,0.91476,0.3768,0.30556,0.0027,9.06517e-05,9.06517e-05,9.06517e-05
250,2835.78,0.37952,0.3003,0.00197,0.94083,0.93432,0.96347,0.91473,0.38161,0.31022,0.00271,8.76942e-05,8.76942e-05,8.76942e-05
251,2846.89,0.37012,0.28901,0.002,0.94906,0.93146,0.9638,0.9155,0.38004,0.30439,0.00273,8.47887e-05,8.47887e-05,8.47887e-05
252,2858.08,0.36347,0.28189,0.00198,0.94605,0.93491,0.96485,0.91485,0.38402,0.30528,0.00276,8.19353e-05,8.19353e-05,8.19353e-05
253,2869.23,0.36561,0.28608,0.0019,0.94538,0.9369,0.9645,0.91626,0.37987,0.3027,0.00272,7.91345e-05,7.91345e-05,7.91345e-05
254,2880.36,0.3708,0.2904,0.00197,0.94286,0.93547,0.96317,0.91567,0.3773,0.30761,0.00274,7.63866e-05,7.63866e-05,7.63866e-05
255,2891.97,0.36952,0.28928,0.00198,0.94954,0.92886,0.96305,0.9153,0.37677,0.30627,0.00272,7.36918e-05,7.36918e-05,7.36918e-05
256,2903.56,0.36485,0.2853,0.00196,0.948,0.92949,0.96303,0.91451,0.37956,0.31067,0.0027,7.10504e-05,7.10504e-05,7.10504e-05
257,2914.8,0.36892,0.29143,0.00201,0.94487,0.93283,0.9629,0.91578,0.37381,0.30804,0.00266,6.84628e-05,6.84628e-05,6.84628e-05
258,2926.03,0.35907,0.28068,0.00193,0.94167,0.93392,0.96308,0.91501,0.3728,0.31306,0.00263,6.59292e-05,6.59292e-05,6.59292e-05
259,2937.15,0.36373,0.27899,0.00197,0.94514,0.93707,0.96324,0.91311,0.3782,0.31041,0.00269,6.34499e-05,6.34499e-05,6.34499e-05
260,2948.4,0.36223,0.27869,0.00194,0.94927,0.93378,0.96326,0.91362,0.37815,0.30835,0.00271,6.10251e-05,6.10251e-05,6.10251e-05
261,2959.73,0.36174,0.27888,0.00195,0.9462,0.93801,0.96381,0.91436,0.37807,0.30683,0.00272,5.86552e-05,5.86552e-05,5.86552e-05
262,2970.85,0.36906,0.28923,0.00195,0.93781,0.94108,0.96349,0.91316,0.37878,0.30939,0.00271,5.63404e-05,5.63404e-05,5.63404e-05
263,2981.96,0.36023,0.2815,0.00196,0.94735,0.93097,0.96329,0.91509,0.37453,0.3105,0.00266,5.4081e-05,5.4081e-05,5.4081e-05
264,2993.12,0.35515,0.27336,0.0019,0.94589,0.93612,0.96359,0.91566,0.37549,0.31121,0.00268,5.18771e-05,5.18771e-05,5.18771e-05
265,3004.26,0.36368,0.28157,0.00191,0.94478,0.93224,0.96315,0.91381,0.37779,0.31431,0.00267,4.97291e-05,4.97291e-05,4.97291e-05
266,3015.33,0.35365,0.27325,0.00187,0.94772,0.93591,0.96359,0.91492,0.37588,0.3113,0.00267,4.76371e-05,4.76371e-05,4.76371e-05
267,3026.51,0.36384,0.27828,0.00195,0.94866,0.93283,0.96248,0.91461,0.37411,0.31243,0.00265,4.56015e-05,4.56015e-05,4.56015e-05
268,3037.46,0.35071,0.27171,0.00189,0.95068,0.93174,0.96345,0.91474,0.37701,0.31173,0.00266,4.36223e-05,4.36223e-05,4.36223e-05
269,3048.52,0.36127,0.27955,0.0019,0.94283,0.93924,0.96402,0.91546,0.37404,0.30755,0.00268,4.16999e-05,4.16999e-05,4.16999e-05
270,3059.47,0.35754,0.27613,0.00188,0.94321,0.93805,0.96382,0.91365,0.37996,0.31047,0.00271,3.98345e-05,3.98345e-05,3.98345e-05
271,3070.73,0.36339,0.28557,0.00196,0.94303,0.93624,0.96397,0.91514,0.37687,0.30972,0.00267,3.80262e-05,3.80262e-05,3.80262e-05
272,3081.97,0.36573,0.28151,0.002,0.94585,0.93491,0.96359,0.915,0.37499,0.31135,0.00264,3.62753e-05,3.62753e-05,3.62753e-05
273,3093.35,0.36576,0.28405,0.00194,0.94748,0.93716,0.96404,0.91578,0.3742,0.30931,0.00263,3.45819e-05,3.45819e-05,3.45819e-05
274,3104.36,0.35949,0.2773,0.00183,0.94567,0.93632,0.96384,0.91542,0.37305,0.3119,0.00261,3.29463e-05,3.29463e-05,3.29463e-05
275,3115.53,0.36592,0.28831,0.00195,0.94584,0.93555,0.9637,0.91541,0.37373,0.31246,0.00264,3.13686e-05,3.13686e-05,3.13686e-05
276,3126.88,0.35743,0.27564,0.00187,0.94403,0.93755,0.96432,0.91544,0.37315,0.31056,0.00263,2.98489e-05,2.98489e-05,2.98489e-05
277,3138.36,0.36482,0.28615,0.00197,0.94269,0.93576,0.96395,0.91564,0.37456,0.31199,0.00263,2.83875e-05,2.83875e-05,2.83875e-05
278,3149.84,0.36239,0.27827,0.00184,0.94652,0.93383,0.96373,0.91508,0.37469,0.31102,0.00264,2.69846e-05,2.69846e-05,2.69846e-05
279,3160.96,0.36934,0.28521,0.00198,0.94527,0.93829,0.96432,0.91578,0.37343,0.30927,0.00263,2.56402e-05,2.56402e-05,2.56402e-05
280,3172.12,0.36228,0.28299,0.00189,0.94606,0.93532,0.96438,0.91572,0.37736,0.30794,0.00267,2.43545e-05,2.43545e-05,2.43545e-05
281,3183.21,0.35473,0.27235,0.00188,0.94192,0.9371,0.96406,0.91419,0.37665,0.30921,0.00266,2.31276e-05,2.31276e-05,2.31276e-05
282,3194.55,0.36031,0.27865,0.00192,0.94026,0.93879,0.96381,0.91549,0.37435,0.31119,0.00265,2.19598e-05,2.19598e-05,2.19598e-05
283,3205.82,0.36954,0.28644,0.00194,0.9404,0.93865,0.96367,0.91505,0.37495,0.31405,0.00265,2.0851e-05,2.0851e-05,2.0851e-05
284,3216.99,0.35122,0.276,0.00192,0.9397,0.94076,0.96375,0.91476,0.37534,0.31274,0.00265,1.98015e-05,1.98015e-05,1.98015e-05
285,3228.14,0.36181,0.27697,0.00191,0.94273,0.94111,0.9641,0.91538,0.37417,0.31065,0.00266,1.88114e-05,1.88114e-05,1.88114e-05
286,3239.18,0.36828,0.28628,0.00193,0.94144,0.94024,0.96397,0.91611,0.37369,0.31233,0.00264,1.78807e-05,1.78807e-05,1.78807e-05
287,3250.32,0.36201,0.27743,0.00188,0.94311,0.9372,0.96372,0.9154,0.37343,0.31396,0.00263,1.70096e-05,1.70096e-05,1.70096e-05
288,3261.45,0.36273,0.27936,0.0019,0.94478,0.93453,0.96341,0.91471,0.37596,0.31469,0.00263,1.61982e-05,1.61982e-05,1.61982e-05
289,3272.53,0.36578,0.27956,0.00192,0.94609,0.93195,0.9635,0.91556,0.37321,0.31471,0.00264,1.54465e-05,1.54465e-05,1.54465e-05
290,3283.66,0.35982,0.28774,0.00197,0.94908,0.93157,0.96364,0.91609,0.37184,0.31339,0.00263,1.47546e-05,1.47546e-05,1.47546e-05
291,3304.74,0.30507,0.23386,0.00213,0.9362,0.94177,0.96448,0.91333,0.38242,0.31291,0.00273,1.41227e-05,1.41227e-05,1.41227e-05
292,3315.41,0.30416,0.23469,0.00215,0.94027,0.9437,0.96469,0.91356,0.38056,0.31101,0.00272,1.35507e-05,1.35507e-05,1.35507e-05
293,3326.11,0.30009,0.23306,0.00211,0.94049,0.94237,0.96403,0.91276,0.38135,0.31114,0.00272,1.30387e-05,1.30387e-05,1.30387e-05
294,3336.83,0.30001,0.22977,0.00213,0.94153,0.9417,0.96429,0.91235,0.38487,0.31257,0.00275,1.25869e-05,1.25869e-05,1.25869e-05
295,3347.68,0.30007,0.22932,0.00215,0.94237,0.94286,0.96445,0.91339,0.38128,0.31025,0.00274,1.21952e-05,1.21952e-05,1.21952e-05
296,3358.39,0.2969,0.22734,0.00207,0.94131,0.9441,0.96443,0.91418,0.37918,0.31145,0.00271,1.18637e-05,1.18637e-05,1.18637e-05
297,3369.34,0.29624,0.23097,0.00212,0.9413,0.94208,0.96459,0.91393,0.37965,0.31173,0.00271,1.15924e-05,1.15924e-05,1.15924e-05
298,3380.39,0.29798,0.22703,0.00201,0.94099,0.94283,0.9645,0.91461,0.37753,0.31188,0.00268,1.13814e-05,1.13814e-05,1.13814e-05
299,3391.57,0.29738,0.22708,0.00208,0.94085,0.94454,0.96494,0.91477,0.37917,0.31094,0.00269,1.12306e-05,1.12306e-05,1.12306e-05
300,3402.28,0.29938,0.22264,0.00203,0.94209,0.94251,0.96505,0.91481,0.37925,0.31029,0.00269,1.11402e-05,1.11402e-05,1.11402e-05
