epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1427.33,0.34383,0.32141,0.83369,0.9489,0.94824,0.96597,0.91454,0.35332,0.29526,0.77252,0.000374768,0.000374768,0.000374768
185,1435.06,0.3309,0.31305,0.83313,0.94877,0.94846,0.96564,0.91116,0.36247,0.29758,0.77349,0.00036936,0.00036936,0.00036936
186,1442.73,0.33619,0.31654,0.83366,0.94886,0.94831,0.96631,0.91289,0.35313,0.29285,0.77336,0.000363972,0.000363972,0.000363972
187,1450.44,0.33771,0.31739,0.83566,0.94819,0.94775,0.96679,0.91466,0.35845,0.2941,0.7735,0.000358607,0.000358607,0.000358607
188,1458.14,0.33831,0.31048,0.83317,0.94842,0.94808,0.96772,0.91489,0.35909,0.2929,0.77292,0.000353263,0.000353263,0.000353263
189,1465.92,0.33892,0.32139,0.83316,0.94817,0.94808,0.96897,0.9152,0.35787,0.29413,0.77395,0.000347943,0.000347943,0.000347943
190,1473.76,0.33926,0.31708,0.83458,0.94887,0.94818,0.96791,0.91609,0.3519,0.29184,0.7731,0.000342646,0.000342646,0.000342646
191,1481.52,0.33435,0.30961,0.83453,0.9485,0.94819,0.96792,0.91409,0.35638,0.29601,0.77331,0.000337372,0.000337372,0.000337372
192,1489.25,0.34068,0.32001,0.83509,0.94861,0.9482,0.96705,0.91264,0.35622,0.29632,0.77312,0.000332123,0.000332123,0.000332123
193,1496.95,0.34128,0.32368,0.83599,0.94823,0.94872,0.9673,0.91609,0.35025,0.29492,0.77234,0.0003269,0.0003269,0.0003269
194,1504.66,0.33289,0.31482,0.82998,0.94769,0.94837,0.96628,0.91299,0.35387,0.29223,0.77222,0.000321702,0.000321702,0.000321702
195,1512.34,0.33521,0.31103,0.83142,0.94985,0.94572,0.9675,0.91408,0.35957,0.2987,0.77323,0.00031653,0.00031653,0.00031653
196,1519.99,0.34227,0.32394,0.83579,0.94853,0.94827,0.96733,0.91307,0.35777,0.29759,0.77342,0.000311385,0.000311385,0.000311385
197,1527.64,0.33724,0.31399,0.83168,0.94769,0.94857,0.96758,0.91429,0.36051,0.29358,0.77212,0.000306268,0.000306268,0.000306268
198,1535.3,0.33393,0.31663,0.8327,0.94822,0.94773,0.96762,0.9156,0.35393,0.29159,0.7724,0.000301178,0.000301178,0.000301178
199,1542.93,0.33205,0.31419,0.83027,0.9475,0.9487,0.96757,0.91648,0.35203,0.29224,0.77281,0.000296117,0.000296117,0.000296117
200,1550.63,0.33397,0.31177,0.83323,0.9478,0.9485,0.9674,0.91488,0.35417,0.30021,0.77267,0.000291085,0.000291085,0.000291085
201,1558.24,0.33156,0.31118,0.83435,0.94877,0.9483,0.96715,0.91664,0.34821,0.29991,0.77294,0.000286082,0.000286082,0.000286082
202,1565.96,0.33106,0.31673,0.834,0.94822,0.94801,0.96637,0.91719,0.35053,0.3004,0.77339,0.00028111,0.00028111,0.00028111
203,1573.86,0.33324,0.31219,0.83137,0.94807,0.94878,0.96645,0.91752,0.34213,0.29497,0.7713,0.000276169,0.000276169,0.000276169
204,1581.75,0.32838,0.3118,0.82798,0.94919,0.94758,0.96706,0.91726,0.34688,0.29358,0.77266,0.000271258,0.000271258,0.000271258
205,1589.73,0.33235,0.31189,0.83166,0.94744,0.94787,0.96832,0.91761,0.34688,0.29088,0.77263,0.00026638,0.00026638,0.00026638
206,1598.18,0.3348,0.30978,0.83275,0.94678,0.94801,0.96748,0.91892,0.34195,0.28958,0.77282,0.000261533,0.000261533,0.000261533
207,1606.15,0.32838,0.30929,0.8299,0.94742,0.947,0.96818,0.91667,0.3503,0.2937,0.77273,0.00025672,0.00025672,0.00025672
208,1613.85,0.32698,0.31197,0.82945,0.95116,0.945,0.968,0.91698,0.34923,0.29334,0.77286,0.00025194,0.00025194,0.00025194
209,1621.48,0.32832,0.31003,0.82753,0.94864,0.94847,0.96791,0.91683,0.34542,0.29549,0.77333,0.000247194,0.000247194,0.000247194
210,1629.07,0.32778,0.31068,0.82839,0.94824,0.94878,0.96769,0.91323,0.35889,0.29676,0.77408,0.000242482,0.000242482,0.000242482
211,1636.9,0.33187,0.31651,0.83176,0.94816,0.94859,0.96788,0.91605,0.34851,0.2975,0.77382,0.000237805,0.000237805,0.000237805
212,1644.64,0.32629,0.31443,0.8312,0.94944,0.94716,0.96849,0.91615,0.34828,0.29571,0.77287,0.000233164,0.000233164,0.000233164
213,1652.53,0.33184,0.3113,0.83272,0.94991,0.94676,0.96785,0.91616,0.35103,0.2961,0.7727,0.000228559,0.000228559,0.000228559
214,1660.26,0.32761,0.30881,0.83061,0.94972,0.94686,0.96786,0.91807,0.34377,0.29164,0.77158,0.00022399,0.00022399,0.00022399
215,1667.95,0.33018,0.31167,0.83223,0.94959,0.94665,0.96824,0.91784,0.34915,0.29246,0.77176,0.000219458,0.000219458,0.000219458
216,1675.66,0.33073,0.32158,0.82885,0.94981,0.94693,0.96846,0.91617,0.35059,0.29412,0.77299,0.000214963,0.000214963,0.000214963
217,1683.32,0.32584,0.30195,0.8295,0.94757,0.94843,0.96767,0.91647,0.34931,0.28984,0.77307,0.000210507,0.000210507,0.000210507
218,1691.05,0.32545,0.3048,0.82876,0.94774,0.94824,0.96815,0.91636,0.35268,0.28968,0.77197,0.000206089,0.000206089,0.000206089
219,1698.73,0.32633,0.30907,0.83088,0.94859,0.94683,0.9693,0.9177,0.3482,0.29011,0.77213,0.00020171,0.00020171,0.00020171
220,1706.5,0.33233,0.31673,0.83043,0.94907,0.94657,0.96772,0.91677,0.34745,0.29544,0.77205,0.00019737,0.00019737,0.00019737
221,1714.09,0.32787,0.31254,0.83114,0.94789,0.94886,0.96719,0.91889,0.34305,0.29388,0.77056,0.00019307,0.00019307,0.00019307
222,1721.73,0.32929,0.30999,0.83156,0.94747,0.94861,0.96725,0.9195,0.33912,0.28831,0.77088,0.00018881,0.00018881,0.00018881
223,1729.43,0.32172,0.30761,0.82878,0.94941,0.94834,0.96803,0.91659,0.3516,0.29199,0.77248,0.000184592,0.000184592,0.000184592
224,1737.06,0.32335,0.30413,0.83087,0.94806,0.94848,0.96867,0.9184,0.35114,0.29129,0.77226,0.000180414,0.000180414,0.000180414
225,1744.69,0.32478,0.30983,0.82723,0.94932,0.94751,0.96907,0.91817,0.34753,0.29126,0.77182,0.000176279,0.000176279,0.000176279
226,1752.33,0.32039,0.3038,0.8282,0.94578,0.9489,0.96873,0.91828,0.34117,0.29178,0.77015,0.000172185,0.000172185,0.000172185
227,1759.93,0.31718,0.30141,0.82804,0.94753,0.94758,0.9692,0.91962,0.34626,0.29082,0.77064,0.000168134,0.000168134,0.000168134
228,1767.58,0.32048,0.30648,0.82946,0.9479,0.94812,0.96876,0.91794,0.34441,0.28905,0.77011,0.000164127,0.000164127,0.000164127
229,1775.36,0.31871,0.29861,0.82603,0.94909,0.94779,0.96951,0.91983,0.34015,0.28848,0.77034,0.000160162,0.000160162,0.000160162
230,1783.15,0.32129,0.30141,0.82815,0.94956,0.94717,0.96872,0.91841,0.34464,0.29049,0.77075,0.000156242,0.000156242,0.000156242
231,1790.79,0.3232,0.30596,0.83076,0.94739,0.94866,0.96876,0.9178,0.3405,0.28722,0.76996,0.000152366,0.000152366,0.000152366
232,1798.49,0.32027,0.30263,0.82657,0.94908,0.94826,0.96886,0.91679,0.34918,0.28958,0.76961,0.000148535,0.000148535,0.000148535
233,1806.15,0.32202,0.31023,0.83005,0.94932,0.94853,0.96884,0.91777,0.34286,0.2849,0.76892,0.000144749,0.000144749,0.000144749
234,1813.83,0.32576,0.30548,0.83181,0.94899,0.9484,0.96853,0.91764,0.33947,0.28576,0.76899,0.000141009,0.000141009,0.000141009
235,1821.87,0.32241,0.31346,0.82986,0.94865,0.9486,0.96783,0.91676,0.34666,0.28884,0.77062,0.000137315,0.000137315,0.000137315
236,1829.97,0.31714,0.30118,0.82702,0.94861,0.94757,0.96759,0.91755,0.34426,0.28736,0.7703,0.000133667,0.000133667,0.000133667
237,1838.17,0.31991,0.30676,0.82806,0.95048,0.94587,0.96819,0.91813,0.34635,0.28627,0.77151,0.000130067,0.000130067,0.000130067
238,1846.1,0.3169,0.30379,0.82535,0.94905,0.94754,0.96776,0.91848,0.34573,0.28662,0.77013,0.000126513,0.000126513,0.000126513
239,1853.74,0.31802,0.30575,0.82848,0.94969,0.94735,0.968,0.91895,0.3449,0.28736,0.7708,0.000123007,0.000123007,0.000123007
240,1861.37,0.31552,0.29574,0.82739,0.94824,0.94837,0.96837,0.92082,0.34046,0.28662,0.77073,0.00011955,0.00011955,0.00011955
241,1869.08,0.3218,0.30564,0.83014,0.94839,0.94844,0.96787,0.91889,0.34286,0.28951,0.77094,0.00011614,0.00011614,0.00011614
242,1876.88,0.31373,0.29571,0.82469,0.94866,0.94833,0.96711,0.91909,0.33399,0.28438,0.76989,0.00011278,0.00011278,0.00011278
243,1884.63,0.31892,0.30405,0.828,0.95073,0.94558,0.96734,0.91944,0.33881,0.28733,0.77031,0.000109468,0.000109468,0.000109468
244,1892.5,0.31585,0.29915,0.82643,0.94897,0.94791,0.96804,0.92071,0.33406,0.28488,0.76892,0.000106206,0.000106206,0.000106206
245,1900.38,0.31769,0.30276,0.8272,0.94944,0.94758,0.96823,0.92049,0.33653,0.28593,0.76978,0.000102994,0.000102994,0.000102994
246,1908.07,0.31846,0.30393,0.82776,0.95096,0.94735,0.96849,0.92042,0.34024,0.28959,0.77061,9.98323e-05,9.98323e-05,9.98323e-05
247,1915.77,0.31719,0.29877,0.82822,0.9504,0.94759,0.96856,0.92085,0.33494,0.28597,0.76969,9.67211e-05,9.67211e-05,9.67211e-05
248,1923.55,0.31478,0.30116,0.82802,0.95055,0.94684,0.96882,0.92052,0.33826,0.28498,0.76957,9.36608e-05,9.36608e-05,9.36608e-05
249,1931.21,0.31152,0.29623,0.82416,0.95027,0.94712,0.96875,0.92011,0.33523,0.28615,0.7695,9.06517e-05,9.06517e-05,9.06517e-05
250,1938.9,0.3186,0.30576,0.82828,0.95042,0.94611,0.96876,0.92046,0.33895,0.28608,0.76973,8.76942e-05,8.76942e-05,8.76942e-05
251,1947.02,0.31387,0.30055,0.82839,0.95064,0.94703,0.96889,0.92073,0.338,0.28669,0.7697,8.47887e-05,8.47887e-05,8.47887e-05
252,1954.73,0.31373,0.29512,0.82671,0.95058,0.94574,0.96928,0.9198,0.33536,0.28469,0.7687,8.19353e-05,8.19353e-05,8.19353e-05
253,1962.34,0.3123,0.29855,0.82595,0.95021,0.94828,0.96877,0.92108,0.33597,0.284,0.76918,7.91345e-05,7.91345e-05,7.91345e-05
254,1970.01,0.31273,0.30509,0.82723,0.94973,0.94728,0.96835,0.92061,0.33449,0.28498,0.76969,7.63866e-05,7.63866e-05,7.63866e-05
255,1977.69,0.31562,0.29939,0.82919,0.94965,0.94772,0.96885,0.92026,0.34,0.28861,0.76977,7.36918e-05,7.36918e-05,7.36918e-05
256,1985.28,0.31362,0.29801,0.82676,0.95005,0.94734,0.96894,0.91937,0.34261,0.28752,0.7708,7.10504e-05,7.10504e-05,7.10504e-05
257,1992.95,0.31236,0.2958,0.82719,0.94902,0.94806,0.96871,0.92138,0.33695,0.28456,0.76961,6.84628e-05,6.84628e-05,6.84628e-05
258,2000.56,0.31117,0.30285,0.82753,0.94885,0.94816,0.96906,0.92142,0.33583,0.28391,0.76943,6.59292e-05,6.59292e-05,6.59292e-05
259,2008.19,0.31181,0.29632,0.82559,0.94891,0.94833,0.96893,0.92093,0.33418,0.28219,0.76841,6.34499e-05,6.34499e-05,6.34499e-05
260,2015.81,0.30934,0.29884,0.82517,0.94902,0.94849,0.96888,0.91955,0.33778,0.28455,0.76914,6.10251e-05,6.10251e-05,6.10251e-05
261,2023.39,0.31042,0.29862,0.82637,0.94855,0.9484,0.96912,0.92064,0.33315,0.28341,0.76845,5.86552e-05,5.86552e-05,5.86552e-05
262,2030.95,0.31387,0.29805,0.82745,0.9488,0.94782,0.96906,0.92095,0.3354,0.28334,0.76908,5.63404e-05,5.63404e-05,5.63404e-05
263,2038.57,0.31446,0.29951,0.82771,0.9489,0.94806,0.96917,0.92054,0.3347,0.28399,0.76942,5.4081e-05,5.4081e-05,5.4081e-05
264,2046.11,0.30898,0.29375,0.8278,0.94946,0.9481,0.96929,0.92096,0.33458,0.28348,0.76967,5.18771e-05,5.18771e-05,5.18771e-05
265,2053.69,0.31461,0.29852,0.82928,0.94869,0.94851,0.96923,0.92079,0.33581,0.28257,0.76973,4.97291e-05,4.97291e-05,4.97291e-05
266,2061.61,0.30856,0.29509,0.82682,0.9486,0.94845,0.96954,0.9202,0.33704,0.28337,0.76976,4.76371e-05,4.76371e-05,4.76371e-05
267,2069.74,0.30862,0.29617,0.8262,0.94882,0.94832,0.96934,0.92102,0.33346,0.28223,0.7694,4.56015e-05,4.56015e-05,4.56015e-05
268,2077.8,0.30411,0.28852,0.82312,0.94924,0.94849,0.96916,0.92086,0.33512,0.28148,0.76901,4.36223e-05,4.36223e-05,4.36223e-05
269,2085.72,0.30863,0.29625,0.82236,0.94911,0.9486,0.9691,0.92125,0.33283,0.27965,0.76859,4.16999e-05,4.16999e-05,4.16999e-05
270,2093.34,0.30539,0.28969,0.82582,0.95018,0.94723,0.96927,0.92138,0.33248,0.27983,0.76842,3.98345e-05,3.98345e-05,3.98345e-05
271,2100.96,0.31035,0.29735,0.82826,0.94938,0.94833,0.96906,0.92156,0.33468,0.28052,0.76887,3.80262e-05,3.80262e-05,3.80262e-05
272,2108.6,0.31086,0.30276,0.82866,0.94983,0.94743,0.96897,0.92136,0.33363,0.28086,0.76947,3.62753e-05,3.62753e-05,3.62753e-05
273,2116.29,0.31564,0.30111,0.82667,0.94923,0.94819,0.9689,0.92106,0.33479,0.28029,0.76928,3.45819e-05,3.45819e-05,3.45819e-05
274,2124.06,0.30522,0.29233,0.82439,0.94968,0.94836,0.96933,0.92138,0.33392,0.28147,0.76903,3.29463e-05,3.29463e-05,3.29463e-05
275,2131.91,0.31332,0.30324,0.8272,0.94947,0.94826,0.96928,0.92229,0.3322,0.28025,0.76886,3.13686e-05,3.13686e-05,3.13686e-05
276,2139.65,0.30837,0.29564,0.82484,0.9495,0.94801,0.96931,0.92162,0.3317,0.27915,0.7687,2.98489e-05,2.98489e-05,2.98489e-05
277,2147.32,0.31043,0.29985,0.8272,0.94963,0.94804,0.9693,0.92065,0.33413,0.28013,0.76848,2.83875e-05,2.83875e-05,2.83875e-05
278,2154.99,0.30792,0.29889,0.82701,0.9498,0.94796,0.96932,0.92146,0.33298,0.27892,0.76814,2.69846e-05,2.69846e-05,2.69846e-05
279,2162.63,0.3165,0.29812,0.82907,0.94955,0.9483,0.96943,0.9216,0.33364,0.27913,0.76842,2.56402e-05,2.56402e-05,2.56402e-05
280,2170.17,0.30797,0.29522,0.82663,0.94963,0.94838,0.96958,0.92156,0.33307,0.27874,0.76842,2.43545e-05,2.43545e-05,2.43545e-05
281,2177.83,0.30568,0.29084,0.82411,0.94947,0.94832,0.96927,0.92248,0.33119,0.27946,0.76836,2.31276e-05,2.31276e-05,2.31276e-05
282,2185.55,0.30699,0.2948,0.82485,0.9493,0.94838,0.96912,0.92175,0.32994,0.28006,0.7682,2.19598e-05,2.19598e-05,2.19598e-05
283,2193.29,0.30753,0.29745,0.8244,0.94924,0.94837,0.96927,0.92177,0.32959,0.28051,0.76806,2.0851e-05,2.0851e-05,2.0851e-05
284,2200.9,0.30744,0.29641,0.82566,0.94908,0.94854,0.96934,0.92178,0.33117,0.2813,0.76802,1.98015e-05,1.98015e-05,1.98015e-05
285,2208.52,0.30837,0.29678,0.827,0.94903,0.94868,0.9694,0.9227,0.32924,0.28082,0.76794,1.88114e-05,1.88114e-05,1.88114e-05
286,2216.15,0.31142,0.30003,0.82822,0.94901,0.94853,0.9693,0.92216,0.32924,0.28072,0.76805,1.78807e-05,1.78807e-05,1.78807e-05
287,2223.82,0.30705,0.295,0.82372,0.94895,0.94865,0.96929,0.92113,0.33237,0.28177,0.76846,1.70096e-05,1.70096e-05,1.70096e-05
288,2231.5,0.30984,0.29466,0.82738,0.94933,0.94805,0.96942,0.9226,0.33116,0.28173,0.76821,1.61982e-05,1.61982e-05,1.61982e-05
289,2239.07,0.31154,0.29507,0.82741,0.94997,0.94792,0.96928,0.92186,0.33041,0.28078,0.76791,1.54465e-05,1.54465e-05,1.54465e-05
290,2246.69,0.31053,0.2994,0.8285,0.94922,0.94838,0.96928,0.92205,0.33193,0.28132,0.76801,1.47546e-05,1.47546e-05,1.47546e-05
291,2263.67,0.27593,0.27318,0.80043,0.94665,0.94893,0.96911,0.92089,0.33346,0.28266,0.76901,1.41227e-05,1.41227e-05,1.41227e-05
292,2271.25,0.27158,0.26824,0.80245,0.94655,0.94871,0.969,0.91983,0.33661,0.28375,0.76955,1.35507e-05,1.35507e-05,1.35507e-05
293,2278.65,0.27348,0.27082,0.80247,0.94652,0.94869,0.96867,0.91951,0.33551,0.28306,0.76945,1.30387e-05,1.30387e-05,1.30387e-05
294,2286,0.27134,0.26966,0.7996,0.94642,0.94883,0.96886,0.92094,0.33525,0.28337,0.76919,1.25869e-05,1.25869e-05,1.25869e-05
295,2293.35,0.26967,0.26782,0.80095,0.94699,0.94873,0.96893,0.91988,0.33628,0.28441,0.7692,1.21952e-05,1.21952e-05,1.21952e-05
296,2301.14,0.27054,0.26725,0.80017,0.94678,0.94846,0.96901,0.91996,0.33479,0.28433,0.76934,1.18637e-05,1.18637e-05,1.18637e-05
297,2308.93,0.27194,0.26795,0.80081,0.94682,0.94853,0.969,0.91967,0.33548,0.28405,0.76926,1.15924e-05,1.15924e-05,1.15924e-05
298,2316.7,0.26725,0.2687,0.79933,0.94633,0.94873,0.96917,0.92018,0.33378,0.28424,0.76896,1.13814e-05,1.13814e-05,1.13814e-05
299,2324.44,0.27328,0.26796,0.798,0.94687,0.94818,0.96915,0.92067,0.33362,0.2844,0.76868,1.12306e-05,1.12306e-05,1.12306e-05
300,2332.37,0.26946,0.26649,0.80044,0.94677,0.94845,0.96917,0.92026,0.33716,0.2855,0.76897,1.11402e-05,1.11402e-05,1.11402e-05
